nct,duration_class,velocity_class,both,child,adult_height_endpoint,has_results,n,minage,maxage,status,start,sponsor,intervention,condition,title
NCT02431676,,igf1,False,False,False,True,121,18 Years,,COMPLETED,2015-05,Sidney Kimmel Comprehensive Cancer Cente,"Metformin, Coach Directed Behavioral Weight Loss, Self-control weight loss","Breast Cancer, Prostate Cancer, Lung Cancer, Colon Cancer, Melanoma of",Survivorship Promotion In Reducing IGF-1 Trial
NCT06114550,,,False,False,False,False,12,18 Years,30 Years,UNKNOWN,2024-02-27,"Air Force Military Medical University, C","High intensity resistance training, Low intensity resistance training",Cognitive Function,Resistance Training on Growth Factors
NCT05558384,,igf1,False,False,False,False,12,21 Years,79 Years,COMPLETED,2023-03-22,"University of Colorado, Denver",Aerobic Exercise,"Cancer, Overweight and Obesity",Influence of Adiposity on IGF-1 and Fitness Response to Exercise in Cancer Survivors
NCT04323852,,,False,False,False,True,70,18 Years,,COMPLETED,2017-09-01,Shahid Beheshti University of Medical Sc,"Vitamin D, Placebo","Vitamin D Deficiency, Cardiomyopathies, Apoptosis, Inflammation",Can Vitamin D Reduce Heart Muscle Damage After Bypass Surgery?
NCT00004700,,,False,True,False,False,16,3 Months,18 Years,COMPLETED,1995-08,Children's Hospital of Philadelphia,insulin-like growth factor I,Hyperinsulinism,"Phase II Long Term, Randomized Study of Recombinant Human Insulin-like Growth Factor I in Children With Hyperinsulinism"
NCT03065595,,igf1,False,False,False,False,90,60 Years,,COMPLETED,2016-10-05,Indonesia University,"Ophiochepalus striatus extract, Placebo",Malnutrition,"The Effect of Ophiocephalus Striatus Extract on Levels of IGF-1, Albumin, and MNA Score in Elderly With Malnutrition"
NCT01868997,,,False,False,False,True,88,18 Years,75 Years,COMPLETED,2013-07,Amgen,"teprotumumab, normal saline","Thyroid Associated Ophthalmopathies, Thyroid-Associated Ophthalmopathy",Teprotumumab (RV 001) Treatment in Patients With Active Thyroid Eye Disease
NCT00710307,,,False,True,False,False,275,2 Years,,COMPLETED,2008-10,Ipsen,"Blood sampling, Genetic analysis",Idiopathic Short Stature,Epidemiology Study on Insulin-like Growth Factor-1 in Children With Idiopathic Short Stature (EPIGROW Study)
NCT07586956,,,False,False,False,False,110,18 Years,,NOT_YET_RECRUITING,2026-06-01,Sohag University,,"Sarcopenia, ESRD (End Stage Renal Disease)",Serum Insulin-like Growth Factor-1 to Albumin Ratio as a Biomarker for Sarcopenia Severity in End-Stage Renal Disease Pa
NCT00004419,,,False,True,False,False,18,14 Years,65 Years,COMPLETED,1998-04,Beth Israel Deaconess Medical Center,insulin-like growth factor I,"Insulin Resistance, Hyperglycemia",Study of Recombinant Human Insulin-Like Growth Factor I in Patients With Severe Insulin Resistance
NCT01907464,,,False,True,False,False,320,14 Years,38 Years,COMPLETED,2011-09,"University Hospital, Montpellier","clinical parameters description, para clinical parameters description, hormonal parameters dosing, bone modeling markers",Patients With Anorexia Nervosa,Bone Loss in Patients With Anorexia Nervosa
NCT07557628,,,False,False,False,False,20,20 Years,,NOT_YET_RECRUITING,2026-05,Centre Hospitalier Universitaire Dijon,"Blood sample, Brain MRI without contrast, performed on an empty stomach and after a meal, Questionnaires, Bioelectrical ",Pathophysiology,Study of the Hypothalamic Microglial Response as a Function of a Meal's Lipid Content in Humans. A Single-center Prospec
NCT05612802,,igf1,False,False,False,False,25,18 Years,70 Years,COMPLETED,2023-02-08,Baskent University,IGF-1,"Acute Kidney Injury (Nontraumatic), Pneumoperitoneum",A New Marker for Early Diagnosis of Pneumoperitoneum-Related Acute Kidney Injury: Insulin-Like Growth Factor-1 (IGF-1)
NCT06812325,,,False,False,False,False,320,18 Years,75 Years,ACTIVE_NOT_RECRUITING,2025-02-03,"Viridian Therapeutics, Inc.","VRDN-003, Placebo",Thyroid Eye Disease (TED),A Safety and Tolerability Study of VRDN-003 in Participants With Thyroid Eye Disease (TED)
NCT06625398,,,False,False,False,False,204,18 Years,75 Years,ACTIVE_NOT_RECRUITING,2024-08-27,"Viridian Therapeutics, Inc.","VRDN-003, Placebo",Thyroid Eye Disease,"An Efficacy, Safety, and Tolerability Study of VRDN-003 in Participants With Chronic Thyroid Eye Disease (TED)"
NCT03187093,,,False,False,False,False,150,18 Years,65 Years,UNKNOWN,2016-10,Oleg Levada,"Vortioxetine, Escitalopram",Major Depressive Disorder,Cognitive Dysfunction in MDD Patients
NCT05750303,,,False,False,False,False,32,18 Years,,COMPLETED,2022-01-02,Medical University of Lodz,,Ischemic Stroke,Potential Prognostic Markers of Recovery in Post-stroke Rehabilitation
NCT01592916,,,False,False,False,False,55,20 Years,50 Years,COMPLETED,2012-05-10,Göteborg University,,Fibromyalgia,Acute Effects of Exercise in Women With Fibromyalgia (FM)
NCT01227850,,igf1,False,False,False,False,35,18 Years,,COMPLETED,,King's College Hospital NHS Trust,,Refeeding Syndrome,"Leptin, IGF1 and the Refeeding Index"
NCT01673646,,,False,False,False,True,33,18 Years,,COMPLETED,2012-10-16,Novartis Pharmaceuticals,Pasireotide LAR,"Acromegaly, Pituitary Gigantism",Efficacy and Safety of Pasireotide LAR (Long-acting Release) in Japanese Patients With Acromegaly or Pituitary Gigantism
NCT05788822,,,False,False,False,False,148,38 Years,42 Years,UNKNOWN,2022-10-08,Nanjing University,Mevalproic acid,"Infertility, Female, IVF, Reproductive Disorder, Oocyte",MVA to Improve the Pregnancy Outcome in Aged Infertility Women With Assisted Reproductive Technology
