gene,pct_donor1,pct_donor2,pct_donor3,pct_donor4,n_donors_detected
ANXA1,25.93,30.14,21.91,44.39,4
AL451127.2,0.02,0.02,0.00,0.00,0
RORB-AS1,0.11,0.15,0.00,0.00,0
RORB,3.57,3.95,0.38,3.39,3
AL137018.1,0.02,0.03,0.00,0.00,0
TRPM6,1.28,0.40,0.14,0.00,1
C9orf40,1.30,2.42,2.02,2.87,4
CARNMT1-AS1,1.57,4.36,0.01,0.26,2
CARNMT1,16.45,15.64,16.37,14.10,4
AL158825.2,0.15,0.19,0.30,0.26,0
NMRK1,17.30,21.78,15.70,17.23,4
OSTF1,23.04,28.66,31.80,20.10,4
AL353780.1,0.02,0.01,0.00,0.00,0
PCSK5,24.04,15.10,5.62,14.88,4
RFK,2.97,4.30,10.77,9.92,4
GCNT1,31.22,27.38,25.62,10.18,4
PRUNE2,7.33,3.63,9.65,2.61,4
PCA3,1.10,0.50,0.25,0.00,1
VPS13A-AS1,0.00,0.02,0.02,0.26,0
VPS13A,31.44,32.39,14.79,15.93,4
GNA14,6.08,3.83,0.12,3.92,3
GNA14-AS1,0.57,1.29,0.01,0.26,1
GNAQ,52.28,49.21,27.49,32.38,4
CEP78,13.35,15.20,12.86,11.23,4
PSAT1,2.13,1.67,2.25,0.52,3
AL512634.1,0.00,0.07,0.00,0.78,0
LNCARSR,0.13,0.10,0.02,0.00,0
TLE4,50.33,49.07,17.10,31.07,4
AL161912.1,0.00,0.05,0.00,0.00,0
AL161912.2,0.00,0.05,0.00,0.00,0
AL161782.1,0.08,0.11,0.04,0.00,0
LINC01507,0.02,0.02,0.02,0.00,0
AL138749.1,0.02,0.00,0.01,0.00,0
TLE1,24.82,24.27,14.15,21.93,4
AL591368.1,3.31,2.86,0.00,0.26,2
AL158154.3,0.30,0.16,0.09,0.52,0
AL353774.1,0.00,0.02,0.00,0.00,0
RASEF,0.42,0.21,0.11,0.52,0
AL499602.1,0.06,0.00,0.01,0.00,0
AL137847.1,1.21,0.36,0.54,0.52,1
FRMD3,18.66,16.63,1.85,11.23,4
AL137847.2,0.70,0.66,0.01,0.26,0
IDNK,5.25,9.64,1.79,3.66,4
UBQLN1,33.16,28.57,37.90,26.63,4
AL354920.1,0.74,0.64,2.14,1.04,2
GKAP1,11.24,10.22,3.27,5.74,4
AL354733.1,0.45,0.49,0.02,0.00,0
AL354733.2,0.49,0.64,0.02,0.00,0
KIF27,16.37,10.22,11.00,15.14,4
C9orf64,3.02,2.72,7.84,8.62,4
HNRNPK,37.60,55.31,88.06,67.10,4
AL354733.3,2.98,6.70,4.82,26.63,4
RMI1,6.42,6.14,7.35,6.79,4
AL390838.1,0.19,0.09,0.04,0.00,0
SLC28A3,0.15,0.19,0.00,0.00,0
AL356134.1,0.09,0.01,0.01,0.00,0
AL157886.1,1.17,0.74,0.01,0.00,1
NTRK2,11.44,8.12,9.13,15.40,4
AL354897.1,0.00,0.05,0.00,0.00,0
AL583827.1,0.09,0.15,0.00,0.26,0
AGTPBP1,31.73,41.94,7.30,12.53,4
AL157882.1,0.02,0.03,0.00,0.00,0
AL353743.2,1.36,0.91,0.55,0.00,1
NAA35,34.86,24.82,34.98,21.41,4
GOLM1,21.79,8.76,44.22,19.06,4
AL161447.2,0.02,0.01,0.00,0.00,0
C9orf153,8.97,5.52,0.63,1.04,3
ISCA1,12.73,13.21,25.98,23.50,4
TUT7,41.87,40.73,25.61,20.37,4
AL158828.1,0.72,0.33,0.00,0.00,0
AL353613.1,0.06,0.12,0.00,0.00,0
LINC02834,0.09,0.09,0.00,0.00,0
GAS1,2.32,2.76,2.39,19.06,4
GAS1RR,2.38,1.90,0.15,2.87,3
AL513318.2,0.02,0.06,0.02,0.52,0
C9orf170,0.47,0.20,0.21,0.26,0
AL353752.2,0.02,0.02,0.00,0.00,0
DAPK1,14.39,21.62,1.13,5.48,4
DAPK1-IT1,0.60,1.70,0.12,1.31,2
CTSL,4.63,7.65,10.67,27.15,4
CDK20,0.57,0.61,3.41,1.31,2
AL353572.4,0.45,0.10,0.63,1.04,1
AL353748.3,0.53,0.35,0.47,0.52,0
SPIN1,31.75,25.43,27.11,32.64,4
NXNL2,0.66,0.33,0.43,0.78,0
LINC02843,0.11,0.03,0.02,0.00,0
AL390791.1,0.23,0.05,0.00,0.26,0
AL772202.1,0.02,0.02,0.02,0.00,0
S1PR3,8.69,6.01,10.26,26.11,4
SHC3,1.61,0.90,0.26,0.00,1
AL353150.1,0.00,0.05,0.10,0.00,0
CKS2,12.31,19.87,20.23,8.62,4
SECISBP2,43.72,43.52,40.24,35.77,4
SEMA4D,26.86,49.04,1.95,14.10,4
AL161910.1,0.09,0.09,0.52,0.00,0
GADD45G,2.66,5.75,7.48,14.36,4
AL606807.1,0.74,0.69,0.03,0.00,0
BX470209.1,0.04,0.05,0.02,0.00,0
AL161629.1,0.32,0.22,0.02,0.00,0
MIR4290HG,0.00,0.01,0.10,0.00,0
LINC01508,0.23,0.15,0.07,0.00,0
LINC01501,0.06,0.05,0.01,0.00,0
DIRAS2,0.30,0.12,1.06,2.61,2
SYK,13.62,33.32,0.42,2.09,3
AL162585.1,0.00,0.28,0.00,0.00,0
AL355607.1,0.06,0.02,0.00,0.00,0
AL355607.2,0.02,0.03,0.00,0.00,0
AL158071.4,1.06,1.67,1.33,0.52,3
AL158071.3,2.08,2.71,1.77,1.57,4
AL158071.1,0.81,3.83,0.59,0.26,1
LINC00484,0.04,0.09,0.15,0.26,0
AL158071.5,0.19,0.29,0.26,0.26,0
AUH,28.10,36.12,3.74,5.22,4
NFIL3,13.82,11.19,9.50,12.53,4
AL353764.1,0.15,0.08,0.09,0.00,0
ROR2,28.88,9.15,32.53,8.09,4
SPTLC1,29.44,26.09,37.19,27.42,4
AL136097.2,0.19,0.23,0.00,0.00,0
IARS,37.41,23.25,47.55,23.50,4
NOL8,19.70,19.14,28.13,20.37,4
CENPP,37.00,22.57,7.87,4.18,4
OGN,16.51,13.32,46.03,10.44,4
OMD,13.92,13.41,22.12,30.81,4
ASPN,5.36,4.45,1.74,2.09,4
ECM2,19.70,12.13,22.76,24.28,4
AL157827.2,2.63,2.37,0.31,1.31,3
IPPK,10.46,8.36,7.93,4.18,4
BICD2,13.79,13.38,16.76,15.93,4
AL136981.3,0.02,0.12,0.03,0.00,0
ZNF484,6.36,5.70,1.72,7.83,4
FGD3,11.27,28.44,1.20,4.44,4
SUSD3,1.87,7.85,0.16,0.26,2
AL451065.1,0.02,0.05,0.02,0.26,0
CARD19,4.97,8.32,12.59,13.84,4
NINJ1,4.36,7.98,10.04,14.88,4
AL390760.1,0.08,0.09,0.03,0.00,0
WNK2,4.19,2.99,1.54,3.92,4
C9orf129,0.23,0.60,0.01,0.00,0
AL583839.1,0.00,0.02,0.02,0.26,0
FAM120AOS,15.96,15.41,24.10,22.19,4
FAM120A,44.12,41.58,68.57,37.34,4
PHF2,19.66,13.84,19.90,14.36,4
AL442224.1,0.02,0.00,0.05,0.00,0
BARX1,1.91,1.32,22.67,7.05,4
BARX1-DT,0.49,0.10,0.43,0.26,0
PTPDC1,15.83,6.89,14.76,12.53,4
AL360020.1,0.76,0.59,0.19,1.57,1
AL158152.1,27.80,15.19,28.62,19.06,4
LINC02603,1.23,2.39,0.23,0.52,2
ZNF169,8.14,6.78,2.60,2.61,4
NUTM2F,0.08,0.07,0.00,0.00,0
AL691447.2,1.55,0.61,1.99,0.52,2
MFSD14B,28.86,23.36,35.67,21.15,4
AL358232.2,6.31,0.88,0.10,0.00,1
PCAT7,0.81,0.29,0.69,1.57,1
FBP2,0.11,0.12,0.09,0.00,0
FBP1,1.45,3.76,0.13,1.31,3
AL157936.1,0.17,0.08,0.07,0.00,0
AOPEP,50.97,35.57,43.65,28.46,4
AL807757.1,0.51,0.09,0.29,0.26,0
AL807757.2,0.26,0.09,0.26,0.26,0
AL353768.1,0.23,0.86,0.07,0.26,0
AL353768.2,0.13,0.65,0.01,0.00,0
FANCC,28.23,14.48,14.44,7.57,4
AL354893.2,0.62,0.12,0.04,0.00,0
AL161729.3,0.08,0.02,0.13,0.00,0
PTCH1,28.54,11.12,83.53,30.55,4
AL161729.2,0.00,0.05,0.04,0.00,0
AL161729.1,0.66,0.46,1.17,1.83,2
AL161729.4,0.19,0.12,0.43,0.00,0
AL392185.1,0.45,0.09,0.29,0.00,0
AL354861.2,2.74,1.34,0.16,0.52,2
LINC00476,23.27,25.37,10.86,10.97,4
AL354861.3,0.51,0.34,3.46,2.09,2
ERCC6L2,41.42,33.92,45.06,26.37,4
LINC00092,2.13,1.36,6.75,3.39,4
AL449403.1,0.02,0.05,0.05,0.00,0
AL449403.2,1.08,0.19,0.72,0.52,1
AL449403.3,0.00,0.01,0.03,0.00,0
HSD17B3,0.02,0.11,0.07,0.00,0
AL160269.1,1.98,1.88,0.02,0.00,2
HSD17B3-AS1,0.02,0.03,0.00,0.00,0
SLC35D2,8.99,8.87,8.97,8.36,4
ZNF367,4.02,2.87,5.77,1.04,4
AL133477.2,0.15,0.40,0.33,0.26,0
AL133477.3,0.00,0.01,0.01,0.00,0
HABP4,18.55,9.57,13.13,9.92,4
CDC14B,24.08,10.90,8.97,14.62,4
PRXL2C,7.10,5.49,12.24,14.36,4
AL589843.1,10.01,8.11,6.97,4.44,4
ZNF510,6.33,5.12,3.57,7.83,4
ZNF782,16.37,13.27,3.73,4.96,4
MFSD14C,39.04,37.05,28.72,22.19,4
NUTM2G,0.17,0.61,0.01,0.26,0
CTSV,0.60,0.36,0.57,0.26,0
AL590705.3,0.32,0.07,0.03,0.00,0
AL590705.1,2.47,1.39,5.87,1.04,4
AL590705.2,0.13,0.15,0.01,0.00,0
CCDC180,12.52,6.40,7.98,4.18,4
AL512590.3,0.00,0.03,0.01,0.00,0
TDRD7,6.76,12.25,1.00,3.92,3
TMOD1,4.38,3.51,0.20,3.66,3
AL162385.1,0.00,0.03,0.00,0.00,0
TSTD2,18.36,11.25,18.50,12.53,4
NCBP1,14.67,13.54,15.91,16.97,4
AL162385.2,0.42,0.33,0.12,0.00,0
XPA,12.96,16.78,24.73,19.58,4
PTCSC2,0.55,0.57,0.01,0.00,0
FOXE1,0.00,0.01,0.01,0.00,0
TRMO,9.07,11.63,6.21,4.44,4
AL499604.1,7.91,11.56,3.00,9.92,4
HEMGN,0.26,1.21,0.10,1.04,2
ANP32B,27.67,32.48,70.47,37.08,4
AL354726.1,0.00,0.02,0.00,0.00,0
NANS,21.06,15.13,42.18,13.32,4
TRIM14,13.16,28.46,7.67,4.44,4
CORO2A,3.47,6.72,0.54,1.83,3
TBC1D2,5.36,3.86,1.25,1.57,4
GABBR2,1.10,0.32,0.03,0.26,1
ANKS6,11.10,5.90,13.65,5.48,4
AL807776.1,0.06,0.02,0.00,0.00,0
GALNT12,2.29,2.46,4.32,1.57,4
AL136084.2,0.25,0.12,0.00,0.00,0
COL15A1,21.00,8.24,38.74,12.53,4
AL136084.3,0.04,0.11,0.38,0.52,0
TGFBR1,38.26,31.14,37.10,19.06,4
ALG2,6.46,7.58,26.14,14.36,4
SEC61B,17.79,33.41,79.07,42.30,4
NAMA,0.76,0.08,1.09,0.00,1
AL137067.3,0.11,0.03,0.07,0.00,0
AL359710.1,0.04,0.03,0.10,0.00,0
STX17-AS1,12.94,28.12,0.55,0.78,2
AL162394.1,0.19,0.47,0.00,0.00,0
NR4A3,51.01,45.02,17.06,5.74,4
STX17,23.15,30.10,24.66,24.02,4
AL358937.1,0.83,1.01,0.02,0.26,1
ERP44,28.95,37.28,43.44,22.72,4
INVS,35.71,32.93,6.93,9.40,4
TEX10,15.73,12.91,11.08,11.23,4
MSANTD3,8.97,4.79,8.33,5.22,4
TMEFF1,3.10,1.35,0.95,1.31,3
CAVIN4,0.60,0.33,0.32,0.26,0
PLPPR1,7.61,1.44,0.10,4.18,3
BAAT,0.57,0.50,0.44,0.00,0
MRPL50,3.81,6.37,17.51,11.23,4
ZNF189,11.39,7.98,12.90,7.57,4
ALDOB,0.09,0.55,0.08,0.00,0
TMEM246-AS1,0.04,0.06,0.00,0.00,0
TMEM246,1.10,0.98,7.42,6.53,3
RNF20,9.97,9.98,20.05,14.10,4
GRIN3A,0.11,0.70,0.01,0.26,0
PPP3R2,0.00,0.03,0.00,0.00,0
LINC00587,0.08,0.07,0.00,0.00,0
LINC01492,0.17,0.12,0.01,0.00,0
AL390962.1,0.00,0.02,0.00,0.00,0
SMC2-AS1,0.25,0.14,0.26,0.00,0
SMC2,6.63,8.47,17.36,12.53,4
OR13D1,0.00,0.01,0.00,0.00,0
NIPSNAP3A,3.70,4.35,19.90,10.44,4
NIPSNAP3B,1.98,2.39,3.62,4.70,4
ABCA1,14.94,15.56,2.06,15.93,4
AL359182.1,0.06,0.03,0.01,0.00,0
CT70,0.17,0.09,0.10,0.26,0
AL591506.1,1.38,1.14,0.09,0.00,2
SLC44A1,31.63,28.85,63.01,42.04,4
FSD1L,14.20,4.80,6.04,5.48,4
AL158070.1,0.08,0.09,0.03,0.00,0
FKTN,14.30,14.44,16.19,12.27,4
TAL2,0.13,0.09,0.29,0.00,0
TMEM38B,10.80,7.69,11.08,11.23,4
LINC01505,8.57,8.17,1.62,0.00,3
AL732323.1,0.00,0.02,0.00,0.00,0
AL451140.1,0.06,0.02,0.00,0.00,0
ZNF462,29.05,12.91,39.20,17.75,4
AL807761.4,0.66,1.43,0.04,0.00,1
AL807761.3,0.00,0.01,0.01,0.00,0
RAD23B,29.48,26.23,57.58,34.99,4
LINC01509,0.72,0.30,0.01,0.00,0
AL359552.1,0.09,0.02,0.01,0.26,0
KLF4,20.38,11.73,70.87,41.78,4
AL353742.1,0.08,0.03,0.00,0.00,0
AL358779.1,0.11,0.05,0.00,0.00,0
ACTL7B,0.02,0.01,0.01,0.00,0
ACTL7A,0.00,0.03,0.00,0.00,0
ELP1,20.68,14.00,18.53,11.23,4
ABITRAM,5.51,3.57,9.57,8.62,4
CTNNAL1,30.59,11.40,23.36,15.14,4
TMEM245,29.73,32.70,22.93,22.19,4
FRRS1L,0.26,0.35,0.11,0.52,0
EPB41L4B,3.55,3.45,1.91,2.87,4
PTPN3,11.33,4.86,13.74,9.40,4
PALM2-AKAP2,47.14,34.61,50.63,36.81,4
AL158829.1,0.00,0.01,0.00,0.00,0
C9orf152,0.53,0.41,0.01,0.00,0
TXN,12.97,21.83,62.31,36.03,4
TXNDC8,0.15,0.21,0.00,0.00,0
SVEP1,9.44,7.25,3.17,12.53,4
AL592463.1,0.08,0.05,0.04,0.26,0
MUSK,1.89,1.01,0.10,0.52,2
LPAR1,29.16,9.61,51.20,19.84,4
AL162414.1,0.94,3.14,0.00,0.00,1
OR2K2,0.02,0.02,0.00,0.00,0
ECPAS,47.33,34.29,38.49,29.50,4
ZNF483,5.23,5.14,3.70,6.79,4
PTGR1,11.20,5.58,19.98,18.28,4
AL135787.1,0.02,0.02,0.01,0.00,0
DNAJC25,17.71,9.64,23.13,10.44,4
GNG10,11.77,14.48,53.35,31.33,4
SHOC1,3.04,9.33,0.02,0.52,2
UGCG,25.72,28.03,19.65,25.33,4
AL138756.1,4.76,4.52,5.76,5.22,4
SUSD1,21.49,13.76,5.77,8.88,4
PTBP3,50.71,52.82,63.26,48.56,4
HSDL2,18.24,13.44,13.87,10.97,4
C9orf147,3.12,4.49,0.21,0.26,2
KIAA1958,14.22,12.50,1.49,1.83,4
INIP,11.16,11.20,15.77,15.67,4
AL390067.1,0.15,0.17,0.09,0.26,0
SNX30,16.86,16.33,6.70,14.62,4
SLC46A2,0.40,0.79,0.27,0.26,0
AL139041.1,0.06,0.30,0.18,0.52,0
ZNF883,2.02,1.69,1.48,2.87,4
ZFP37,3.17,1.67,2.41,6.01,4
FAM225B,3.38,1.01,2.07,7.57,4
FAM225A,0.62,0.74,1.60,3.92,2
SLC31A2,3.83,4.07,3.99,6.53,4
FKBP15,16.92,15.85,13.86,13.84,4
SLC31A1,15.56,7.85,42.38,16.19,4
CDC26,5.10,12.23,34.25,19.06,4
PRPF4,8.14,6.83,15.49,9.14,4
RNF183,0.15,0.15,0.16,0.78,0
WDR31,4.31,2.16,3.66,5.48,4
BSPRY,0.47,1.50,0.00,0.00,1
HDHD3,2.17,4.29,4.15,1.04,4
ALAD,3.53,4.75,10.63,10.70,4
POLE3,5.57,10.29,37.48,20.63,4
C9orf43,0.85,0.30,0.88,1.04,1
RGS3,18.45,15.75,51.95,25.59,4
AL162727.2,0.26,0.32,0.00,0.00,0
AL162727.1,0.09,0.03,0.34,0.00,0
AL157702.2,0.91,0.33,0.61,1.04,1
ZNF618,19.66,16.81,10.40,10.44,4
AMBP,0.08,0.28,0.30,0.00,0
KIF12,1.79,0.53,7.22,0.52,2
COL27A1,39.32,10.87,95.41,21.67,4
ORM1,0.17,0.10,0.89,0.00,0
ORM2,0.21,0.12,0.30,0.00,0
AKNA,30.78,43.31,4.66,14.36,4
AL138895.1,0.83,0.51,0.03,0.78,0
WHRN,35.83,12.38,3.30,1.31,4
ATP6V1G1,16.92,32.89,68.90,43.08,4
TMEM268,8.08,9.07,4.85,3.13,4
TEX53,0.11,1.16,0.00,0.00,1
TEX48,0.17,2.31,0.01,0.00,1
TNFSF15,1.23,1.21,0.39,0.78,2
DEC1,10.48,14.51,0.12,2.61,3
TNFSF8,8.52,21.95,0.02,0.52,2
TNC,27.25,17.36,38.77,37.08,4
AL162425.1,0.00,0.02,0.00,0.00,0
AL355601.1,0.02,0.01,0.02,0.00,0
AL691420.1,1.68,1.73,0.25,0.00,2
LINC00474,0.04,0.06,0.00,0.00,0
PAPPA,21.21,9.87,24.74,14.36,4
PAPPA-AS2,0.53,0.15,0.09,1.04,1
AL137024.1,1.06,1.63,0.05,0.52,2
PAPPA-AS1,0.25,0.28,0.35,0.26,0
ASTN2,15.11,10.13,1.37,1.31,4
ASTN2-AS1,0.26,0.95,0.00,0.00,0
AL133284.1,0.09,0.32,0.05,0.26,0
TRIM32,2.89,2.63,7.08,4.96,4
AL157829.1,0.25,0.28,0.01,0.00,0
AL161630.1,0.04,0.01,0.00,0.00,0
TLR4,6.99,8.06,1.32,13.32,4
AL160272.1,2.97,3.52,0.14,1.31,3
AL354754.1,0.00,0.09,0.00,0.00,0
AL355592.1,0.02,0.05,0.00,0.00,0
BRINP1,0.68,0.35,0.05,0.26,0
AC006288.1,0.02,0.07,0.00,0.00,0
CDK5RAP2,37.26,32.60,30.36,20.10,4
MEGF9,16.96,22.49,9.51,11.75,4
FBXW2,16.79,19.78,26.11,21.93,4
B3GNT10,0.68,0.67,0.77,1.31,1
PSMD5,16.37,14.38,19.10,13.84,4
PHF19,6.69,7.71,10.53,4.18,4
TRAF1,12.22,14.35,4.13,4.96,4
C5,6.33,6.06,4.87,4.44,4
CNTRL,33.45,39.57,12.90,18.54,4
RAB14,25.10,28.68,51.22,34.99,4
GSN,47.23,37.50,92.97,61.36,4
AL513122.2,0.00,0.01,0.00,0.00,0
GSN-AS1,1.28,1.23,4.65,9.40,4
STOM,20.26,32.54,24.43,33.94,4
AL359644.1,4.70,3.83,1.35,1.04,4
DAB2IP,10.05,5.23,1.71,16.71,4
AL596244.1,0.26,0.40,1.89,1.04,2
TTLL11,14.73,7.94,2.55,2.35,4
TTLL11-IT1,0.02,0.03,0.05,0.26,0
NDUFA8,4.23,7.82,38.75,17.23,4
MORN5,0.15,0.12,0.11,0.00,0
LHX6,1.13,1.03,0.21,3.39,3
RBM18,7.44,7.51,19.45,13.84,4
MRRF,15.85,12.34,11.03,12.53,4
PTGS1,1.38,2.11,0.23,1.04,3
AL162424.1,0.00,0.05,0.01,0.00,0
AL359636.1,0.00,0.01,0.00,0.00,0
AL359636.2,0.42,0.77,0.00,0.00,0
OR1N2,0.00,0.01,0.00,0.00,0
OR1L8,0.26,0.36,0.01,0.00,0
OR1B1,0.02,0.00,0.00,0.00,0
OR1L6,0.06,0.09,0.00,0.00,0
PDCL,6.89,8.60,22.91,18.54,4
OR1K1,0.00,0.01,0.00,0.00,0
RC3H2,32.28,31.77,35.84,29.50,4
ZBTB6,3.21,4.35,8.80,7.57,4
ZBTB26,5.76,4.28,3.88,5.48,4
AC007066.2,1.49,0.94,0.61,1.31,2
AC007066.3,0.02,0.02,0.03,0.00,0
RABGAP1,43.49,40.76,20.89,24.80,4
GPR21,0.02,0.02,0.01,0.00,0
MIR600HG,0.70,1.05,0.13,0.52,1
STRBP,24.38,31.73,5.06,9.40,4
CRB2,0.13,0.50,0.04,0.00,0
DENND1A,53.37,51.44,9.51,6.01,4
AL445489.1,0.00,0.06,0.00,0.26,0
AL390774.2,0.55,4.30,0.00,0.00,1
LHX2,0.23,0.05,0.08,0.00,0
NEK6,29.50,14.82,22.18,9.40,4
AL162724.2,0.28,0.32,0.08,0.00,0
AL162724.1,0.11,0.04,0.02,0.00,0
PSMB7,23.31,23.35,48.28,28.98,4
ADGRD2,0.00,0.10,0.07,0.00,0
NR5A1,0.06,0.05,0.00,0.00,0
AL354979.1,0.06,0.03,0.00,0.00,0
NR6A1,9.24,8.26,0.64,1.31,3
MIR181A2HG,5.31,5.71,0.04,0.26,2
AL354928.1,0.04,0.01,0.01,0.00,0
OLFML2A,7.37,6.69,8.27,19.58,4
WDR38,0.04,0.03,0.04,0.00,0
RPL35,53.56,88.54,97.99,86.68,4
ARPC5L,8.31,22.50,24.76,15.14,4
GOLGA1,14.62,16.44,10.41,10.97,4
SCAI,19.21,21.17,10.03,14.10,4
PPP6C,20.60,20.03,31.67,20.89,4
RABEPK,12.96,7.50,20.50,12.01,4
HSPA5,30.92,39.93,83.27,45.69,4
AL354710.2,0.76,0.37,0.03,0.26,0
GAPVD1,32.90,29.28,36.82,21.93,4
AL359632.1,0.09,0.30,0.01,0.26,0
MAPKAP1,45.93,45.50,32.07,19.32,4
AL162584.1,0.11,0.44,0.00,0.00,0
AL358074.1,0.25,0.06,0.15,0.26,0
PBX3,46.27,40.93,23.58,16.45,4
AL589923.1,0.02,0.03,0.00,0.00,0
AL162391.1,0.08,0.02,0.05,0.00,0
MVB12B,20.81,24.76,1.40,4.70,4
AL356309.2,0.06,0.15,0.00,0.00,0
AL356309.1,0.00,0.10,0.00,0.00,0
AL161908.1,0.19,0.16,0.20,0.52,0
LMX1B,2.21,0.57,1.14,0.78,2
ZBTB43,21.17,13.00,23.62,12.01,4
ZBTB34,10.20,5.34,16.72,9.40,4
RALGPS1,21.21,14.52,9.15,4.70,4
ANGPTL2,28.63,11.82,93.34,27.42,4
AL450263.1,0.08,0.29,0.00,0.00,0
GARNL3,22.13,12.69,4.13,3.92,4
AL445222.1,1.10,0.55,1.62,1.31,3
SLC2A8,2.83,3.64,11.68,6.27,4
ZNF79,4.04,3.37,1.00,0.52,2
RPL12,42.78,87.93,97.00,81.72,4
LRSAM1,14.43,13.54,3.92,2.61,4
NIBAN2,25.67,8.78,69.84,27.42,4
STXBP1,18.21,6.27,16.70,13.58,4
AL162426.1,0.57,0.28,0.48,0.78,0
PTRH1,3.93,4.13,11.76,8.62,4
CFAP157,0.25,0.21,0.13,0.00,0
TTC16,0.74,1.38,0.15,0.26,1
TOR2A,0.94,3.50,7.16,1.83,3
SH2D3C,10.92,16.67,1.95,9.92,4
AL162586.2,0.23,1.24,0.08,1.04,2
CDK9,5.67,9.32,12.89,12.01,4
FPGS,15.47,13.99,17.73,14.10,4
ENG,16.53,18.60,22.14,22.45,4
AL162586.1,3.49,3.59,0.65,1.04,3
AK1,15.47,10.74,74.11,31.33,4
ST6GALNAC6,15.03,12.29,28.60,24.02,4
ST6GALNAC4,4.46,7.99,16.18,7.83,4
PIP5KL1,1.74,1.14,0.95,0.26,2
AL157935.1,0.13,0.45,0.27,0.52,0
DPM2,4.93,9.06,34.20,13.05,4
FAM102A,22.29,17.76,34.82,19.06,4
AL360268.2,0.13,0.15,0.00,0.00,0
NAIF1,1.13,1.69,3.01,4.70,4
SLC25A25,18.94,17.51,6.94,6.01,4
AL360268.1,0.21,0.13,0.02,0.00,0
SLC25A25-AS1,2.23,3.07,2.28,1.57,4
PTGES2,3.80,8.08,19.69,10.97,4
AL590708.1,0.19,0.17,0.16,0.00,0
LCN2,0.13,0.09,3.16,0.26,1
C9orf16,4.38,17.81,35.83,27.42,4
CIZ1,11.12,11.84,23.71,13.32,4
DNM1,12.65,4.68,9.85,2.61,4
GOLGA2,27.50,20.57,72.11,38.90,4
SWI5,11.37,10.28,45.42,17.49,4
TRUB2,4.99,5.12,15.57,7.83,4
AL359091.4,0.15,0.32,1.22,1.04,2
COQ4,10.03,12.78,29.79,20.89,4
SLC27A4,5.33,8.43,6.81,5.48,4
URM1,6.42,10.00,27.07,16.19,4
CERCAM,12.01,5.83,29.30,18.80,4
AL359091.5,0.21,0.10,1.11,1.04,2
ODF2,17.79,8.93,20.03,9.14,4
ODF2-AS1,0.06,0.11,0.00,0.00,0
GLE1,8.93,13.98,5.65,7.83,4
AL356481.1,2.34,2.20,0.99,3.13,3
SPTAN1,43.00,32.14,24.45,26.11,4
AL356481.2,0.25,0.13,0.25,0.00,0
AL356481.3,0.32,0.25,0.04,0.00,0
WDR34,6.95,5.07,27.09,12.53,4
HMGA1P4,19.09,12.97,1.51,0.78,3
SET,29.41,46.31,77.60,52.48,4
PKN3,7.91,3.38,3.65,6.27,4
ZDHHC12,1.32,5.27,13.74,6.01,4
AL441992.1,0.62,1.08,1.26,0.78,2
ZER1,19.38,17.75,21.09,15.40,4
TBC1D13,5.95,6.78,14.12,10.97,4
ENDOG,1.68,3.18,15.61,9.40,4
SPOUT1,3.34,6.20,11.28,10.44,4
KYAT1,9.14,5.87,2.48,1.04,4
LRRC8A,14.96,9.78,19.25,16.19,4
PHYHD1,3.80,3.83,9.38,8.62,4
DOLK,0.53,1.35,7.31,6.53,3
NUP188,13.07,10.63,14.43,10.70,4
AL592211.1,0.17,0.09,0.10,0.00,0
SH3GLB2,3.78,9.92,9.65,7.31,4
MIGA2,6.86,6.48,10.04,6.79,4
AL592211.2,0.02,0.08,0.10,0.26,0
DOLPP1,0.93,1.98,7.54,2.35,3
CRAT,3.27,3.62,11.53,7.57,4
AL158151.2,0.02,0.03,0.00,0.00,0
PTPA,16.19,13.59,44.38,17.49,4
AL158151.4,0.15,0.33,0.87,0.00,0
IER5L,14.84,10.03,39.17,15.14,4
AL158151.3,0.28,0.28,0.44,0.26,0
AL158151.1,1.47,0.82,0.86,0.78,1
AL161785.2,0.00,0.01,0.00,0.00,0
AL161785.3,0.09,0.03,0.05,0.26,0
AL161785.1,0.57,1.38,0.01,0.00,1
C9orf106,0.72,0.46,0.53,0.26,0
AL353803.5,0.00,0.01,0.00,0.00,0
LINC01503,1.89,1.48,2.30,1.83,4
AL353803.2,0.15,0.31,0.16,0.00,0
AL353803.1,0.04,0.10,0.03,0.00,0
LINC00963,24.34,9.19,24.11,15.40,4
AL353803.4,0.15,0.03,0.20,0.52,0
AL391056.2,0.47,0.19,0.10,0.00,0
AL391056.1,0.26,1.83,0.04,0.00,1
NTMT1,6.80,6.80,22.39,10.70,4
C9orf50,0.43,0.27,1.85,1.57,2
ASB6,1.89,4.00,7.70,5.74,4
PRRX2,4.82,2.28,1.87,3.66,4
PRRX2-AS1,0.06,0.03,0.00,0.00,0
PTGES,0.81,0.60,6.30,2.09,2
TOR1B,8.22,8.60,11.78,7.31,4
TOR1A,3.25,6.10,18.98,13.58,4
C9orf78,11.35,20.25,27.36,25.07,4
USP20,14.37,17.39,8.06,5.48,4
FNBP1,59.41,69.95,9.46,18.28,4
AL158207.2,0.30,0.43,0.00,0.00,0
AL136141.1,0.04,0.11,0.03,0.00,0
GPR107,25.34,21.84,35.25,20.89,4
GPRACR,0.00,0.05,0.00,0.26,0
NCS1,9.52,2.67,12.79,11.23,4
